电影Id,标题,年份,评分,星级人数,评论数,评论,海报,头像,用户名,排名,年份,地区,类型,主演
25977198,冰雪奇缘：生日惊喜,2015,8.4,4.0,51278,❤女王骨子里的哈士奇属性彻底爆发哈哈哈,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2232190921.jpg,https://img2.doubanio.com/icon/up3961919-391.jpg,早日退休瑾朵朵,0.0,2015 ,,, 珍妮弗·李 克里斯·巴克 2015 
1297965,窈窕淑女,1964,8.2,4.0,120617,没有纪梵希，也就没有赫本。一点不夸张,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p842376184.jpg,https://img3.doubanio.com/icon/up1418881-53.jpg,眠去,14.0,1964 ,,, 乔治·库克 1964 
26897888,旺卡,2023,7.3,3.5,149002,人类的冬天需要这样的电影,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2901229830.jpg,https://img9.doubanio.com/icon/up142449542-5.jpg,劇場,13.0,2023 ,,, 保罗·金 2023 
1294461,仙履奇缘,1950,8.5,4.5,81928,50年前能做到这个程度，真了不起,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1833023535.jpg,https://img1.doubanio.com/icon/up1795158-20.jpg,苦苦苦苦,9.0,1950 ,,, 克莱德·杰洛尼米 威尔弗雷德·杰克逊 汉密尔顿·卢斯科 1950 
1301169,跳出我天地,2000,8.8,4.5,122727,孩儿他爹抢戏,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p531278288.jpg,https://img1.doubanio.com/icon/up2159161-89.jpg,druk,15.0,2000 ,,, 史蒂芬·戴德利 2000 
1829230,舞出我人生,2006,7.7,4.0,99140,天津电影院和弟弟妹妹,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p477592337.jpg,https://img1.doubanio.com/icon/up34661961-19.jpg,叫我マグロ,15.0,2006 ,,, 安妮·弗莱彻 2006 
35430794,山河令生来知己演唱会,2021,9.5,5.0,138223,君既至，望莫归。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2640054503.jpg,https://img3.doubanio.com/icon/up139829721-7.jpg,你要跨上战马,0.0,2021 ,,, 龚俊 周也2021 
25868125,穿靴子的猫2,2022,8.1,4.0,124090,真不知道这个世界没有小狗还怎么运转！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2885032978.jpg,https://img9.doubanio.com/icon/up140706473-5.jpg,十三楼的蛋黄派,6.0,2022 ,,, 乔尔·克劳福德 贾努埃尔·梅尔卡多 2022 
35134724,魔法满屋,2021,6.5,3.5,104915,Bruno在隔间的餐桌给自己画了个餐盘让我破防了🥺,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2807936075.jpg,https://img9.doubanio.com/icon/up29811639-4.jpg,#FT0000,8.0,2021 ,,, 杰拉德·布什 拜伦·霍华德 查里斯·卡斯特罗·史密斯 2021 
35256235,燃野少年的天空,2021,3.8,2.0,65381,有时候就是一起去做一件必然失败的事，反而很感动。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2667843404.jpg,https://img3.doubanio.com/icon/up1822972-2.jpg,蓝格子,0.0,2021 ,,, 张一白 韩琰 2021 
1297110,睡美人,1959,8.3,4.0,54289,哥特风格的公主动画，最合我的心意。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1833029967.jpg,https://img9.doubanio.com/icon/up38198766-135.jpg,a little mark,0.0,1959 ,,, 克莱德·杰洛尼米 1959 
2054024,妈妈咪呀,2008,7.6,4.0,92159,对歌舞片没有抵抗力，更何况ABBA的歌还那么好听~,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p705031957.jpg,https://img3.doubanio.com/icon/up45641610-37.jpg,陀螺凡达可,18.0,2008 ,,, 菲利达·劳埃德 2008 
36538847,泰勒·斯威夫特：时代巡回演唱会,2023,9.3,4.5,114885,我支持Taylor Swift 当美国总统,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2901984940.jpg,https://img3.doubanio.com/icon/up53906476-17.jpg,河泉溪,0.0,2023 ,,, 萨姆·伦奇 2023 
30259043,跳舞吧！大象,2019,5.0,2.5,42511,笑点基本get到，泪点略多，给我憋的，我就不哭！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2562934437.jpg,https://img3.doubanio.com/icon/up1467521-12.jpg,云霄飞车手,0.0,2019 ,,, 林育贤 2019 
1291562,黑暗中的舞者,2000,8.2,4.0,86873,他们就是不明白，能用钱解决的事情，都不是事情,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1910831341.jpg,https://img9.doubanio.com/icon/up1645264-36.jpg,♣lùlu♣,12.0,2000 ,,, 拉斯·冯·提尔 2000 
27160618,阳光姐妹淘,2018,8.3,4.0,73182,池田妹子的颜太赞了orz...,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2526509538.jpg,https://img9.doubanio.com/icon/up19198522-6.jpg,小面包julia,10.0,2018 ,,, 大根仁 2018 
1949005,公主与青蛙,2009,7.7,4.0,67004,自从奥巴马当了总统，动画片的主角都变巧克力色的了,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2154847279.jpg,https://img9.doubanio.com/icon/up2924848-94.jpg,超级玛丽骑个猴,3.0,2009 ,,, 罗恩·克莱蒙兹 约翰·马斯克 2009 
34909341,小丑2：双重妄想,2024,6.0,3.0,101639,无人在意亚瑟，包括观众，只想要小丑,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2913969438.jpg,https://img2.doubanio.com/icon/up201744694-1.jpg,小悲欢,1.0,2024 ,,, 托德·菲利普斯 2024 
34961898,汉密尔顿,2020,9.5,5.0,96651,我丢哈哈哈哈哈哈小乔喷口水骚爆了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2924038747.jpg,https://img2.doubanio.com/icon/up52722786-161.jpg,F.C.,6.0,2020 ,,, 托马斯·凯尔 2020 
1971111,魔法奇缘,2007,7.3,3.5,66854,就是喜欢咋了?,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1293401256.jpg,https://img9.doubanio.com/icon/up2218263-456.jpg,路小北,0.0,2007 ,,, 凯文·利玛 2007 
4924694,自杀专卖店,2012,7.4,3.5,80101,一看这片名就有出息。。。。。。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1558595836.jpg,https://img1.doubanio.com/icon/up62900531-30.jpg,波普先生的王八,27.0,2012 ,,, 帕特里斯·勒孔特 2012 
1292625,绿野仙踪,1939,8.2,4.0,60696,“我确实得到一颗心了，因为它正在破碎。”,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2192059845.jpg,https://img1.doubanio.com/icon/up2506767-38.jpg,萨布齐恩,16.0,1939 ,,, 维克多·弗莱明 1939 
1310178,爱丽丝梦游仙境,1951,8.7,4.5,43910,小时候看还觉得挺恐怖的,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1833057233.jpg,https://img3.doubanio.com/icon/up1117930-187.jpg,Mignon松弛地,0.0,1951 ,,, 克莱德·杰洛尼米 1951 
1298346,芭啦芭啦樱之花,2001,6.2,3.0,55598,初中课间操。。噼里啪啦。。。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2590741338.jpg,https://img3.doubanio.com/img/files/file-1609845567.png,[已注销],0.0,2001 ,,, 马楚成 2001 
11776289,华丽上班族,2015,6.0,3.0,56855,杜琪峰的职场浮世绘,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2263695980.jpg,https://img1.doubanio.com/icon/up65309880-28.jpg,丸内虐待狂⛱,9.0,2015 ,,, 杜琪峰 2015 
30279170,倒数时刻,2021,8.1,4.0,78743,石头姐有爱乐之城，加菲有了倒数时刻，我磕到了,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2690712224.jpg,https://img9.doubanio.com/icon/up134527565-26.jpg,尘飞扬,4.0,2021 ,,, 林-曼努尔·米兰达 2021 
1299292,八美图,2002,7.7,4.0,64267,“生活，于任何人的背面，都是一个深渊。” ,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p619021003.jpg,https://img3.doubanio.com/icon/up1418881-53.jpg,眠去,17.0,2002 ,,, 弗朗索瓦·欧容 2002 
1301342,风中奇缘,1995,7.6,4.0,39649,据说这是迪斯尼唯一一部结局不是HAPPY END的片子……,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1363167489.jpg,https://img1.doubanio.com/icon/up3263897-38.jpg,-染-,13.0,1995 ,,, 迈克·加布里尔 埃里克·古德伯格 1995 
27601044,小美人鱼,2023,4.8,2.5,61130,Hailie is everything，整个电影都配不上她,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2890188209.jpg,https://img3.doubanio.com/icon/up163774286-13.jpg,moneycometome,0.0,2023 ,,, 罗伯·马歇尔 2023 
26944582,雪怪大冒险,2018,7.3,3.5,32065,国王唱rap和城中追逐戏这两段很棒,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2535550507.jpg,https://img3.doubanio.com/icon/up62495665-12.jpg,月光满兜,7.0,2018 ,,, 凯瑞·柯克帕特里克 杰森·雷西格 2018 
1296538,小飞侠,1953,8.3,4.0,35412,小飞侠的故事里，最伤心的是那个叫Tinkerbell的小仙女。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1161429881.jpg,https://img3.doubanio.com/icon/up2773328-97.jpg,葵花卷,0.0,1953 ,,, 克莱德·杰洛尼米 威尔弗雷德·杰克逊 汉密尔顿·卢斯科 1953 
34930755,2019最美的夜 bilibili晚会,2019,9.0,4.5,35805,有逼格，有情怀，吊打所有卫视乡镇企业联欢晚会。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2579296780.jpg,https://img3.doubanio.com/icon/up96671127-22.jpg,一块二,0.0,2019 ,,, 宫鹏 2019 
3148694,魔法坏女巫,2024,6.9,3.5,62496,有些人不喜欢歌舞剧就别去看啊啊啊,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2915239151.jpg,https://img3.doubanio.com/icon/up187423559-3.jpg,明天一定早起,2.0,2024 ,,, 朱浩伟 2024 
27042467,摇摆狂潮,2018,8.1,4.0,56439,梦想可不能被现实打败,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2545836537.jpg,https://img2.doubanio.com/icon/up134360496-21.jpg,momo,4.0,2018 ,,, 姜炯哲 2018 
1304603,小飞象,1941,8.4,4.0,38061,41年就有这么漂亮的动画了,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1833107201.jpg,https://img9.doubanio.com/icon/up1459556-46.jpg,无心,12.0,1941 ,,, 塞缪尔·阿姆斯特朗 诺曼·弗格森 威尔弗雷德·杰克逊 杰克·金尼 比尔·罗伯茨 宾·沙普斯坦 1941 
3626364,快乐的大脚2,2011,7.3,3.5,32669,电影的名字应该是《快乐的基友虾》。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1321325635.jpg,https://img9.doubanio.com/icon/up4281092-154.jpg,Simple,0.0,2011 ,,, 乔治·米勒 2011 
26382767,了不起的菲丽西,2016,6.5,3.5,27345,最好的芭蕾舞演员受伤了就只能当清洁工了……,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2416009294.jpg,https://img1.doubanio.com/icon/up1468340-10.jpg,99989899,0.0,2016 ,,, 艾瑞克·莎莫 艾瑞克·韦林 2016 
24751811,剧院魅影：25周年纪念演出,2011,9.7,5.0,41140,诶 我好喜欢肉排子爵TUT,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2006533765.jpg,https://img3.doubanio.com/icon/up45790852-197.jpg,HAIBARA,0.0,2011 ,,, 尼克·莫里斯 Laurence Connor 2011 
35562714,2024年第33届巴黎奥运会开幕式,2024,6.3,3.0,59255,走出场馆 消解阳刚 盛会属于城市 城市属于人民,https://img2.doubanio.com/f/frodo/753fa1e93c945e533e52dddab73b2b55a1083083/pics/subject/movie_large.jpg,https://img1.doubanio.com/icon/up52700467-79.jpg,PlutoJam🐦‍⬛,0.0,2024 ,,, 托马斯·乔利2024 
26962981,欢乐好声音2,2021,7.0,3.5,48924,节奏还不错 这么多歌拿到版权也不容易啊,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2732782860.jpg,https://img1.doubanio.com/icon/up3664533-30.jpg,肉脸花花,0.0,2021 ,,, 加斯·詹宁斯 2021 
1917777,芭比之真假公主,2004,8.6,4.5,22966,觉得里面歌好好听丫,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2155082964.jpg,https://img3.doubanio.com/icon/up3951082-22.jpg,白开水,0.0,2004 ,,, William Lau2004 
7065238,魔发精灵,2016,7.0,3.5,32227,觉得Trolls长得不丑啊 有几只是萌炸了 ~,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2497523370.jpg,https://img1.doubanio.com/icon/up59237362-8.jpg,羚羊的灵魂,17.0,2016 ,,, 迈克·米切尔 沃尔特·道恩 2016 
27050259,妈妈咪呀2,2018,6.9,3.5,29282,Lily James身材真好啊,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2528272481.jpg,https://img9.doubanio.com/icon/up46725500-4.jpg,Hanamichi,14.0,2018 ,,, 欧·帕克 2018 
10546762,魔法黑森林,2014,6.0,3.0,30641,其实我觉得这个就是拍给小朋友看的~~教育意义很重~201507,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2200169393.jpg,https://img3.doubanio.com/icon/up52323953-3.jpg,树新峰，🐺🐰99,6.0,2014 ,,, 罗伯·马歇尔 2014 
3012032,名扬四海,2009,7.6,4.0,36020,"镜头很漂亮。却没有哪个故事讲得特别好。
",https://img3.doubanio.com/view/photo/m_ratio_poster/public/p867986377.jpg,https://img9.doubanio.com/icon/up1347691-5.jpg,半,16.0,2009 ,,, 凯文·坦查隆 2009 
1305158,出水芙蓉,1944,8.5,4.5,32394,我有个秘密，我长的多美，人人都爱我~,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2546003515.jpg,https://img9.doubanio.com/icon/up2390849-145.jpg,阿猫,13.0,1944 ,,, 乔治·西德尼 1944 
36768946,海洋奇缘2,2024,6.6,3.5,40179,女孩子还是健康勇敢的好,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2914213775.jpg,https://img9.doubanio.com/icon/up40716468-6.jpg,土星来的暴君兽,35.0,2024 ,,, 小戴夫·德里克 杰森·汉德 达娜·莱杜克斯·米勒 2024 
3101985,灰姑娘之舞动奇迹,2008,6.7,3.5,23788,那段隔着玻璃的舞很赞！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1161407716.jpg,https://img2.doubanio.com/icon/up1722299-61.jpg,小,0.0,2008 ,,, Damon Santostefano 2008 
30484534,摇滚红与黑,2020,9.2,4.5,30756,ding dong好听,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2550176123.jpg,https://img3.doubanio.com/icon/up49994457-103.jpg,十二封信,16.0,2020 ,,, François Chouquet Laurent Seroussi 2020 
6963575,青春失乐园,2011,4.0,2.0,22465,除了一些台词很狗血之外，其他都不错,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1290620189.jpg,https://img9.doubanio.com/icon/up3955096-6.jpg,打不死小神童,0.0,2011 ,,, 管晓杰 2011 
1297128,人人都说我爱你,1996,7.4,3.5,34139,我只有看伍迪艾伦才能得到真正的放松与娱乐,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2228938927.jpg,https://img1.doubanio.com/icon/up1340213-20.jpg,云中,17.0,1996 ,,, 伍迪·艾伦 1996 
25754522,摇滚莫扎特,2010,9.3,4.5,33792,根本看不出Mozart演这个的时候36岁了啊！！！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2633493389.jpg,https://img1.doubanio.com/icon/up53580673-29.jpg,大壮,0.0,2010 ,,, 奥利维埃·达昂 2010 
36090455,星愿,2023,6.4,3.0,34370,为了你们好，你们的愿望也该归我管,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2899834949.jpg,https://img2.doubanio.com/icon/up226230444-1.jpg,ictyc,20.0,2023 ,,, 克里斯·巴克 弗恩·维拉桑托恩 2023 
35212342,狮子王：木法沙传奇,2024,6.6,3.5,34217,Taka谁都不敢救但救了Mufasa3次还留有荣耀的刀疤,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2915201238.jpg,https://img1.doubanio.com/icon/up143673771-10.jpg,闲话说给谁来听,0.0,2024 ,,, 巴里·詹金斯 2024 
36563610,莲花楼就在江湖之上演唱会,2023,9.4,4.5,38766,李莲花长命百岁！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2908137739.jpg,https://img9.doubanio.com/icon/up121857504-14.jpg,Akatsuki,0.0,2023 ,,, 成毅 曾舜晞2023 
36474027,镖人：风起大漠,2026,7.5,4.0,354353,谁写的台词「我就是大沙暴」啊？？？,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2929760596.jpg,https://img1.doubanio.com/icon/up179298301-19.jpg,AAA建材刘哥,3.0,2026 ,,, 袁和平 2026 
1308722,十面埋伏,2004,6.4,3.0,227458,超喜欢竹林的那段 美死了,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2160809605.jpg,https://img3.doubanio.com/icon/up153935526-7.jpg,甜椒Oli,11.0,2004 ,,, 张艺谋 2004 
1296629,倩女幽魂2：人间道,1990,8.1,4.0,215156,不愧是广电局重点监察对象的徐老怪,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2518212196.jpg,https://img9.doubanio.com/icon/up2072047-236.jpg,巽,14.0,1990 ,,, 程小东 1990 
1299059,倚天屠龙记之魔教教主,1993,8.0,4.0,221569,真好看 可下集呢？？？,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2594065208.jpg,https://img3.doubanio.com/icon/up1473338-627.jpg,◆.财小姐姐 :),19.0,1993 ,,, 王晶 1993 
1297763,方世玉,1993,8.1,4.0,191205,方大玉和胡慧中才是人间至爱,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2608498684.jpg,https://img9.doubanio.com/icon/up2621788-155.jpg,我用一生去死,15.0,1993 ,,, 元奎 1993 
1418605,夜宴,2006,6.0,3.0,196776,一直很喜欢，不懂为什么豆瓣评分为毛这么低。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2537499351.jpg,https://img9.doubanio.com/icon/up39135131-25.jpg,苍梧之渊,14.0,2006 ,,, 冯小刚 2006 
3813779,剑雨,2010,7.7,4.0,253041,不愧为“继《卧虎藏龙》之后最好的武侠片”。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p636665128.jpg,https://img9.doubanio.com/icon/up1276180-276.jpg,蒜 | BOY A 🌈,5.0,2010 ,,, 苏照彬 2010 
1294561,太极张三丰,1993,8.1,4.0,198611,这部戏的时代意义远胜于剧情,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p722764652.jpg,https://img2.doubanio.com/icon/up3416004-931.jpg,伍德与夏洛蒂,18.0,1993 ,,, 袁和平 1993 
2303845,刺客聂隐娘,2015,7.3,3.5,234700,青鸾舞镜。《聂隐娘》讲得其实是孤独，一个人身处琼楼玉宇，无人知，无人懂，只能一条道走到底。孤独不仅是隐娘，也是田季安，也是侯导。如一幅“坐看云起时”的文人画，第一次，华人从光影的缝隙里寻回那遗失已久的古典美学与仪式。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2262306528.jpg,https://img1.doubanio.com/icon/up1663648-78.jpg,Peter Cat,3.0,2015 ,,, 侯孝贤 2015 
3670447,大内密探灵灵狗,2009,5.3,2.5,158966,王晶的这部片子必须打满分！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1143572677.jpg,https://img1.doubanio.com/icon/up3358994-30.jpg,~~~,0.0,2009 ,,, 王晶 2009 
1292704,黄飞鸿之三：狮王争霸,1992,8.2,4.0,174752,想当年关之琳还不是高尔夫球，作为十三姨真的很美！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2047653768.jpg,https://img1.doubanio.com/icon/up115657337-30.jpg,adakenndy,13.0,1992 ,,, 徐克 1992 
6124012,四大名捕,2012,5.4,2.5,129258,嗯。秀波叔叔演技不错滴。^^,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1607300196.jpg,https://img1.doubanio.com/icon/up2158150-39.jpg,Ms.coconut,0.0,2012 ,,, 陈嘉上 秦小珍 2012 
3546019,赵氏孤儿,2010,6.1,3.0,186030,范冰冰竟然越来越美了……,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p819200277.jpg,https://img3.doubanio.com/icon/up1166723-73.jpg,那个巫婆,15.0,2010 ,,, 陈凯歌 2010 
1293475,黄飞鸿之二：男儿当自强,1992,8.3,4.0,159728,经典里的经典啊！一代儒侠史诗风格,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2585646640.jpg,https://img9.doubanio.com/icon/up1808474-45.jpg,花簪,12.0,1992 ,,, 徐克 1992 
10604892,四大名捕2,2013,5.4,2.5,83223,还行，就是还没结局,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2158164038.jpg,https://img2.doubanio.com/icon/up2165173-1.jpg,saintzhang,0.0,2013 ,,, 陈嘉上 秦小珍 2013 
4942776,武侠,2011,6.7,3.5,170445,金城武的四川话讲得蛮好的！！！本尊帅到爆！！！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1084310090.jpg,https://img2.doubanio.com/icon/u2354582-1.jpg,iMerry,13.0,2011 ,,, 陈可辛 2011 
1301198,少林寺,1982,8.4,4.0,129597,又是一部看过几十遍也不腻的经典,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2457784081.jpg,https://img9.doubanio.com/icon/up1041052-14.jpg,犀牛,17.0,1982 ,,, 张鑫炎 1982 
3754946,锦衣卫,2010,6.1,3.0,145670,为啥要脱脱跟青龙死在一起？郁闷,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p776030044.jpg,https://img3.doubanio.com/icon/up1560239-43.jpg,lawson_tao,16.0,2010 ,,, 李仁港 2010 
10604893,四大名捕大结局,2014,5.3,2.5,67076,三星给大结局，一星给刘包子，美颜实在无抵抗力。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2194662832.jpg,https://img9.doubanio.com/icon/up64726602-15.jpg,大梨,0.0,2014 ,,, 陈嘉上 秦小珍 2014 
1297304,笑傲江湖,1990,8.1,4.0,131926,沧海一声笑~这个令狐冲几洒脱，蓝凤凰好萌><,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2543084320.jpg,https://img9.doubanio.com/icon/up2015570-26.jpg,小锡兵,20.0,1990 ,,, 胡金铨 徐克 李惠民 程小东 1990 
25444447,黄飞鸿之英雄有梦,2014,5.7,3.0,87945,忠肝义胆论英雄！打戏也精彩,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2209287190.jpg,https://img1.doubanio.com/icon/up150238197-10.jpg,shield,9.0,2014 ,,, 周显扬 2014 
1394324,东方不败之风云再起,1993,7.4,3.5,115213,她的最后一句话是，雪千寻，我们重新开始,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2024262361.jpg,https://img3.doubanio.com/icon/up1418881-53.jpg,眠去,0.0,1993 ,,, 李惠民 程小东 1993 
21350556,三少爷的剑,2016,4.8,2.5,88675,哪有那么差，古龙本来就很雷嘛,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2399366116.jpg,https://img3.doubanio.com/icon/up2183131-32.jpg,LUOLUOWUDI,0.0,2016 ,,, 尔冬升 2016 
4323732,大笑江湖,2010,4.9,2.5,99239,四分林熙蕾,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p735552334.jpg,https://img9.doubanio.com/icon/up43467033-25.jpg,纳什维尔的猫,12.0,2010 ,,, 朱延平 2010 
1296837,洪熙官,1994,8.1,4.0,112921,最伤感的是陈近南刚出场就挂了。。。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2677766485.jpg,https://img1.doubanio.com/icon/up1248732-9.jpg,丰无涯,13.0,1994 ,,, 王晶 1994 
5996800,太极1：从零开始,2012,5.8,3.0,107572,关键是。。每个看完从电影院出来的人脸上都带着笑容。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1710333164.jpg,https://img3.doubanio.com/icon/up2641833-7.jpg,Vance,0.0,2012 ,,, 冯德伦 2012 
10807916,白发魔女传之明月天国,2014,3.8,2.0,81852,四分是给 哥哥的 红颜白发 ,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2190764206.jpg,https://img2.doubanio.com/icon/up53224669-1.jpg,apollo,1.0,2014 ,,, 张之亮 2014 
26125779,危城,2016,6.0,3.0,82714,彭于晏帅。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2372098911.jpg,https://img3.doubanio.com/icon/up83905169-13.jpg,木木,0.0,2016 ,,, 陈木胜 2016 
1295485,方世玉续集,1993,7.9,4.0,92324,最后方世玉蒙眼提刀救母，是功夫片中的巅峰场面之一。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2868270975.jpg,https://img1.doubanio.com/icon/up4403626-338.jpg,托尼·王大拿,0.0,1993 ,,, 元奎 1993 
1308338,蜀山传,2001,7.0,3.5,96244,不明白为什么至今还没有看到更华丽的。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1245072901.jpg,https://img3.doubanio.com/icon/up1256149-7.jpg,Out Man,13.0,2001 ,,, 徐克 2001 
1305201,黄飞鸿之铁鸡斗蜈蚣,1993,7.4,3.5,64035,这系列都还好，跟老爸一起看的记忆,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2351999788.jpg,https://img9.doubanio.com/icon/up49667918-124.jpg,喜阿姨,3.0,1993 ,,, 王晶 1993 
1293765,白发魔女传,1993,7.7,4.0,94779,那一代演员就是特别,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p958927779.jpg,https://img9.doubanio.com/icon/up1410466-14.jpg,闲潭影,18.0,1993 ,,, 于仁泰 1993 
1297517,新天龙八部之天山童姥,1994,7.6,4.0,89691,用武侠包装，拍几个女人发脾气，甚是可爱。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2888997248.jpg,https://img3.doubanio.com/icon/up2557883-3.jpg,Morning,0.0,1994 ,,, 钱永强 1994 
10573695,太极2：英雄崛起,2012,5.9,3.0,69983,冯绍峰最近出现都是亮点。还有别不看就闭眼说烂片。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1743944910.jpg,https://img3.doubanio.com/icon/up2325459-12.jpg,梦里粉红小花朵,0.0,2012 ,,, 冯德伦 2012 
1300265,六指琴魔,1994,7.3,3.5,68032,青霞姐姐杀气十足……,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2352113496.jpg,https://img9.doubanio.com/icon/up1267749-335.jpg,时间的玫瑰,0.0,1994 ,,, 吴勉勤 1994 
2994851,血滴子,2012,4.8,2.5,61324,"其实它还有个名字叫""寻找李宇春""= =",https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1791054126.jpg,https://img3.doubanio.com/icon/up45403941-142.jpg,Haru,1.0,2012 ,,, 刘伟强 2012 
35295405,目中无人,2022,7.1,3.5,95521,谢苗给我红！！！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2873818227.jpg,https://img1.doubanio.com/icon/up3418993-68.jpg,山人阿苍苍,12.0,2022 ,,, 杨秉佳 2022 
1401205,七剑,2005,6.0,3.0,70108,给老爹看睡着了，我却看得津津有味 - -|||,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p454326976.jpg,https://img3.doubanio.com/icon/up1475299-63.jpg,Sai.,8.0,2005 ,,, 徐克 2005 
7564989,箭士柳白猿,2012,7.3,3.5,73372,徐浩峰的这片子里，连剪辑都是在练功夫。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2323818727.jpg,https://img9.doubanio.com/icon/up3995080-215.jpg,亵渎电影,11.0,2012 ,,, 徐浩峰 2012 
